trade_date,fruit_category,crop_name_zh,crop_code,market_code,market_name,high_price_twd_per_kg,mid_price_twd_per_kg,low_price_twd_per_kg,avg_price_twd_per_kg,volume_kg,price_unit,volume_unit
2024-11-15,apple,蘋果-富士進口,X69,104,台北二,138.5,57.0,40.3,70.0,27128.0,TWD/kg,kg
2024-11-15,apple,蘋果-惠,X3,104,台北二,71.9,48.3,39.0,51.1,334.0,TWD/kg,kg
2024-11-15,apple,蘋果-金冠進口,X49,104,台北二,136.6,107.3,93.3,110.4,610.0,TWD/kg,kg
2024-11-16,apple,蘋果-其他,X0,104,台北二,120.0,120.0,120.0,120.0,48.0,TWD/kg,kg
2024-11-16,apple,蘋果-富士進口,X69,104,台北二,206.7,109.5,31.0,113.3,16394.0,TWD/kg,kg
2024-11-16,apple,蘋果-惠,X3,104,台北二,47.5,33.5,21.9,34.0,112.0,TWD/kg,kg
2024-11-16,apple,蘋果-惠進口,X39,104,台北二,80.0,80.0,80.0,80.0,180.0,TWD/kg,kg
2024-11-16,apple,蘋果-紅玉進口,X59,104,台北二,433.5,433.5,433.5,433.5,2.0,TWD/kg,kg
2024-11-16,apple,蘋果-金冠進口,X49,104,台北二,136.9,115.3,81.9,112.9,1870.0,TWD/kg,kg
2024-11-17,apple,蘋果-其他,X0,104,台北二,120.0,63.1,60.0,73.8,312.0,TWD/kg,kg
2024-11-17,apple,蘋果-富士進口,X69,104,台北二,159.9,68.2,32.4,79.4,7651.0,TWD/kg,kg
2024-11-17,apple,蘋果-惠,X3,104,台北二,68.6,32.8,18.5,37.1,408.0,TWD/kg,kg
2024-11-17,apple,蘋果-紅玉進口,X59,104,台北二,466.7,463.9,433.3,458.3,48.0,TWD/kg,kg
2024-11-17,apple,蘋果-金冠進口,X49,104,台北二,134.3,117.4,113.3,120.0,1120.0,TWD/kg,kg
2024-11-19,apple,蘋果-其他,X0,104,台北二,120.0,120.0,120.0,120.0,24.0,TWD/kg,kg
2024-11-19,apple,蘋果-富士進口,X69,104,台北二,190.0,68.2,34.3,85.7,6870.0,TWD/kg,kg
2024-11-19,apple,蘋果-惠,X3,104,台北二,81.6,51.8,25.5,52.5,455.0,TWD/kg,kg
2024-11-19,apple,蘋果-紅玉進口,X59,104,台北二,500.0,500.0,500.0,500.0,14.0,TWD/kg,kg
2024-11-19,apple,蘋果-金冠進口,X49,104,台北二,155.2,126.7,120.0,131.1,820.0,TWD/kg,kg
2024-11-20,apple,蘋果-富士進口,X69,104,台北二,145.4,67.4,34.4,76.4,5320.0,TWD/kg,kg
2024-11-20,apple,蘋果-惠,X3,104,台北二,71.9,51.8,25.6,50.6,795.0,TWD/kg,kg
2024-11-22,apple,蘋果-其他,X0,104,台北二,93.3,60.0,60.0,66.7,432.0,TWD/kg,kg
2024-11-22,apple,蘋果-富士進口,X69,104,台北二,105.0,55.4,41.1,62.4,53718.0,TWD/kg,kg
2024-11-22,apple,蘋果-惠,X3,104,台北二,53.6,32.5,19.4,34.1,1347.0,TWD/kg,kg
2024-11-22,apple,蘋果-紅玉進口,X59,104,台北二,400.0,400.0,400.0,400.0,12.0,TWD/kg,kg
2024-11-22,apple,蘋果-金冠進口,X49,104,台北二,145.1,129.1,107.0,127.8,2450.0,TWD/kg,kg
2024-11-23,apple,蘋果-其他,X0,104,台北二,120.0,120.0,120.0,120.0,48.0,TWD/kg,kg
2024-11-23,apple,蘋果-富士進口,X69,104,台北二,147.3,54.2,34.0,68.8,27464.0,TWD/kg,kg
2024-11-23,apple,蘋果-惠,X3,104,台北二,54.8,41.8,25.8,41.2,409.0,TWD/kg,kg
2024-11-23,apple,蘋果-紅玉進口,X59,104,台北二,400.0,400.0,400.0,400.0,4.0,TWD/kg,kg
2024-11-23,apple,蘋果-金冠進口,X49,104,台北二,120.0,112.8,95.6,110.8,760.0,TWD/kg,kg
2024-11-24,apple,蘋果-其他,X0,104,台北二,60.0,60.0,60.0,60.0,256.0,TWD/kg,kg
2024-11-24,apple,蘋果-富士進口,X69,104,台北二,126.7,55.9,31.4,65.2,15296.0,TWD/kg,kg
2024-11-24,apple,蘋果-惠,X3,104,台北二,57.0,56.2,40.0,53.2,68.0,TWD/kg,kg
2024-11-24,apple,蘋果-紅玉進口,X59,104,台北二,400.0,400.0,400.0,400.0,24.0,TWD/kg,kg
2024-11-24,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,90.0,TWD/kg,kg
2024-11-26,apple,蘋果-其他,X0,104,台北二,120.0,104.4,100.0,106.7,72.0,TWD/kg,kg
2024-11-26,apple,蘋果-富士進口,X69,104,台北二,133.9,63.4,37.4,72.3,24560.0,TWD/kg,kg
2024-11-26,apple,蘋果-惠,X3,104,台北二,74.3,64.2,45.8,62.5,410.0,TWD/kg,kg
2024-11-26,apple,蘋果-金冠進口,X49,104,台北二,146.6,123.0,106.8,124.5,1510.0,TWD/kg,kg
2024-11-27,apple,蘋果-其他,X0,104,台北二,120.0,120.0,120.0,120.0,24.0,TWD/kg,kg
2024-11-27,apple,蘋果-富士進口,X69,104,台北二,113.7,52.9,35.1,61.5,17300.0,TWD/kg,kg
2024-11-27,apple,蘋果-惠,X3,104,台北二,47.6,42.5,35.0,42.0,132.0,TWD/kg,kg
2024-11-28,apple,蘋果-富士進口,X69,104,台北二,117.4,57.5,32.6,64.5,18936.0,TWD/kg,kg
2024-11-28,apple,蘋果-惠,X3,104,台北二,91.3,82.0,49.5,77.3,290.0,TWD/kg,kg
2024-11-28,apple,蘋果-紅玉進口,X59,104,台北二,400.0,400.0,400.0,400.0,4.0,TWD/kg,kg
2024-11-28,apple,蘋果-金冠進口,X49,104,台北二,134.4,105.5,93.2,108.9,2220.0,TWD/kg,kg
2024-11-29,apple,蘋果-富士進口,X69,104,台北二,147.8,49.1,4.0,59.8,22606.0,TWD/kg,kg
2024-11-29,apple,蘋果-惠,X3,104,台北二,63.7,52.2,42.6,52.6,242.0,TWD/kg,kg
2024-11-29,apple,蘋果-金冠進口,X49,104,台北二,133.3,114.8,100.0,115.5,1460.0,TWD/kg,kg
2024-11-30,apple,蘋果-其他,X0,104,台北二,120.0,64.3,55.0,73.6,84.0,TWD/kg,kg
2024-11-30,apple,蘋果-富士進口,X69,104,台北二,155.5,63.0,33.0,75.5,24698.0,TWD/kg,kg
2024-11-30,apple,蘋果-惠,X3,104,台北二,78.3,56.6,50.4,59.7,361.0,TWD/kg,kg
2024-11-30,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,960.0,TWD/kg,kg
2024-12-01,apple,蘋果-其他,X0,104,台北二,91.1,64.4,60.0,68.9,216.0,TWD/kg,kg
2024-12-01,apple,蘋果-富士進口,X69,104,台北二,119.2,54.3,33.8,63.2,18058.0,TWD/kg,kg
2024-12-01,apple,蘋果-惠,X3,104,台北二,80.0,79.5,75.0,78.7,106.0,TWD/kg,kg
2024-12-01,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,60.0,TWD/kg,kg
2024-12-03,apple,蘋果-其他,X0,104,台北二,120.0,120.0,120.0,120.0,48.0,TWD/kg,kg
2024-12-03,apple,蘋果-富士進口,X69,104,台北二,121.9,46.2,26.2,57.3,44408.0,TWD/kg,kg
2024-12-03,apple,蘋果-惠,X3,104,台北二,68.6,44.5,37.0,47.8,250.0,TWD/kg,kg
2024-12-03,apple,蘋果-金冠進口,X49,104,台北二,132.8,109.1,96.4,111.3,940.0,TWD/kg,kg
2024-12-04,apple,蘋果-其他,X0,104,台北二,120.0,110.0,100.0,110.0,48.0,TWD/kg,kg
2024-12-04,apple,蘋果-富士進口,X69,104,台北二,143.9,78.2,42.6,84.2,10850.0,TWD/kg,kg
2024-12-04,apple,蘋果-惠,X3,104,台北二,82.6,30.3,21.5,39.0,601.0,TWD/kg,kg
2024-12-04,apple,蘋果-金冠進口,X49,104,台北二,128.2,111.9,96.2,112.0,1210.0,TWD/kg,kg
2024-12-05,apple,蘋果-其他,X0,104,台北二,100.0,100.0,100.0,100.0,48.0,TWD/kg,kg
2024-12-05,apple,蘋果-富士進口,X69,104,台北二,160.7,66.0,34.6,78.6,9888.0,TWD/kg,kg
2024-12-05,apple,蘋果-惠,X3,104,台北二,35.0,32.6,30.0,32.5,158.0,TWD/kg,kg
2024-12-05,apple,蘋果-金冠進口,X49,104,台北二,93.3,93.3,93.3,93.3,90.0,TWD/kg,kg
2024-12-06,apple,蘋果-富士進口,X69,104,台北二,194.2,59.9,33.1,81.4,10030.0,TWD/kg,kg
2024-12-06,apple,蘋果-惠,X3,104,台北二,86.6,73.7,60.0,73.6,104.0,TWD/kg,kg
2024-12-06,apple,蘋果-金冠進口,X49,104,台北二,137.8,125.9,120.0,127.1,450.0,TWD/kg,kg
2024-12-07,apple,蘋果-富士進口,X69,104,台北二,125.5,56.0,33.1,65.3,19448.0,TWD/kg,kg
2024-12-07,apple,蘋果-惠,X3,104,台北二,98.2,69.8,47.0,71.0,275.0,TWD/kg,kg
2024-12-07,apple,蘋果-金冠進口,X49,104,台北二,140.0,121.4,100.0,120.8,480.0,TWD/kg,kg
2024-12-08,apple,蘋果-富士進口,X69,104,台北二,80.3,47.4,28.4,50.2,14028.0,TWD/kg,kg
2024-12-08,apple,蘋果-惠,X3,104,台北二,57.8,39.9,25.9,40.7,479.0,TWD/kg,kg
2024-12-08,apple,蘋果-金冠進口,X49,104,台北二,126.7,107.8,100.0,110.0,380.0,TWD/kg,kg
2024-12-10,apple,蘋果-其他,X0,104,台北二,80.0,80.0,80.0,80.0,144.0,TWD/kg,kg
2024-12-10,apple,蘋果-富士進口,X69,104,台北二,140.2,54.9,14.5,63.9,24568.0,TWD/kg,kg
2024-12-10,apple,蘋果-惠,X3,104,台北二,80.0,64.9,57.5,66.5,158.0,TWD/kg,kg
2024-12-10,apple,蘋果-金冠進口,X49,104,台北二,136.6,124.4,93.6,120.7,1010.0,TWD/kg,kg
2024-12-11,apple,蘋果-富士進口,X69,104,台北二,171.3,68.0,24.5,80.0,11840.0,TWD/kg,kg
2024-12-11,apple,蘋果-惠,X3,104,台北二,82.2,49.9,25.5,51.5,596.0,TWD/kg,kg
2024-12-11,apple,蘋果-秋香進口,X29,104,台北二,66.7,66.7,66.7,66.7,540.0,TWD/kg,kg
2024-12-11,apple,蘋果-金冠進口,X49,104,台北二,113.3,109.4,100.0,108.3,640.0,TWD/kg,kg
2024-12-12,apple,蘋果-其他,X0,104,台北二,100.0,100.0,100.0,100.0,48.0,TWD/kg,kg
2024-12-12,apple,蘋果-其他進口,X09,104,台北二,200.0,200.0,200.0,200.0,415.0,TWD/kg,kg
2024-12-12,apple,蘋果-富士進口,X69,104,台北二,200.2,56.8,33.6,80.8,20615.0,TWD/kg,kg
2024-12-12,apple,蘋果-惠,X3,104,台北二,60.2,48.9,45.0,50.4,201.0,TWD/kg,kg
2024-12-12,apple,蘋果-紅玉進口,X59,104,台北二,189.6,138.8,130.2,147.3,430.0,TWD/kg,kg
2024-12-12,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,50.0,TWD/kg,kg
2024-12-13,apple,蘋果-富士進口,X69,104,台北二,206.4,69.5,36.3,90.2,9895.0,TWD/kg,kg
2024-12-13,apple,蘋果-惠,X3,104,台北二,93.2,53.7,28.9,56.6,370.0,TWD/kg,kg
2024-12-13,apple,蘋果-金冠進口,X49,104,台北二,127.3,115.9,102.5,115.5,1200.0,TWD/kg,kg
2024-12-14,apple,蘋果-富士進口,X69,104,台北二,171.6,56.6,34.8,75.2,29202.0,TWD/kg,kg
2024-12-14,apple,蘋果-惠,X3,104,台北二,100.0,82.7,45.8,78.8,176.0,TWD/kg,kg
2024-12-14,apple,蘋果-金冠進口,X49,104,台北二,133.3,116.2,113.3,119.0,760.0,TWD/kg,kg
2024-12-15,apple,蘋果-富士進口,X69,104,台北二,170.8,79.2,27.0,87.1,12386.0,TWD/kg,kg
2024-12-15,apple,蘋果-惠,X3,104,台北二,107.0,43.5,16.8,50.8,474.0,TWD/kg,kg
2024-12-15,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,480.0,TWD/kg,kg
2024-12-17,apple,蘋果-其他進口,X09,104,台北二,167.8,158.3,153.3,159.2,1250.0,TWD/kg,kg
2024-12-17,apple,蘋果-富士進口,X69,104,台北二,144.8,52.1,28.7,66.0,29008.0,TWD/kg,kg
2024-12-17,apple,蘋果-惠,X3,104,台北二,67.1,55.1,43.8,55.2,336.0,TWD/kg,kg
2024-12-17,apple,蘋果-紅玉進口,X59,104,台北二,186.7,186.7,186.7,186.7,250.0,TWD/kg,kg
2024-12-17,apple,蘋果-金冠進口,X49,104,台北二,118.9,106.7,102.6,108.3,980.0,TWD/kg,kg
2024-12-18,apple,蘋果-其他進口,X09,104,台北二,167.9,161.1,145.3,159.3,1680.0,TWD/kg,kg
2024-12-18,apple,蘋果-富士進口,X69,104,台北二,181.8,110.7,38.2,110.4,21040.0,TWD/kg,kg
2024-12-18,apple,蘋果-惠,X3,104,台北二,35.0,33.9,28.3,33.0,84.0,TWD/kg,kg
2024-12-18,apple,蘋果-紅玉進口,X59,104,台北二,433.5,433.5,433.5,433.5,2.0,TWD/kg,kg
2024-12-19,apple,蘋果-富士進口,X69,104,台北二,190.4,74.2,33.0,89.2,18630.0,TWD/kg,kg
2024-12-19,apple,蘋果-惠,X3,104,台北二,48.0,43.0,35.0,42.4,120.0,TWD/kg,kg
2024-12-19,apple,蘋果-紅玉進口,X59,104,台北二,433.3,433.3,433.3,433.3,10.0,TWD/kg,kg
2024-12-19,apple,蘋果-金冠進口,X49,104,台北二,117.6,101.9,84.2,101.5,1100.0,TWD/kg,kg
2024-12-20,apple,蘋果-富士進口,X69,104,台北二,177.2,83.2,35.0,92.4,13150.0,TWD/kg,kg
2024-12-20,apple,蘋果-惠,X3,104,台北二,59.0,34.3,25.0,37.4,141.0,TWD/kg,kg
2024-12-20,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,205.0,233.0,800.0,TWD/kg,kg
2024-12-20,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,480.0,TWD/kg,kg
2024-12-21,apple,蘋果-富士進口,X69,104,台北二,213.5,110.8,30.8,115.4,15681.0,TWD/kg,kg
2024-12-21,apple,蘋果-惠,X3,104,台北二,55.0,52.0,37.3,49.6,237.0,TWD/kg,kg
2024-12-22,apple,蘋果-其他,X0,104,台北二,80.0,80.0,80.0,80.0,288.0,TWD/kg,kg
2024-12-22,apple,蘋果-富士進口,X69,104,台北二,153.2,66.9,41.2,79.0,7805.0,TWD/kg,kg
2024-12-22,apple,蘋果-惠,X3,104,台北二,95.0,65.1,38.5,65.7,211.0,TWD/kg,kg
2024-12-22,apple,蘋果-金冠進口,X49,104,台北二,126.2,108.7,106.7,111.8,780.0,TWD/kg,kg
2024-12-24,apple,蘋果-其他進口,X09,104,台北二,160.0,132.8,107.3,133.1,1020.0,TWD/kg,kg
2024-12-24,apple,蘋果-富士進口,X69,104,台北二,159.5,51.1,29.3,68.4,16158.0,TWD/kg,kg
2024-12-24,apple,蘋果-惠,X3,104,台北二,56.3,46.2,30.5,45.1,470.0,TWD/kg,kg
2024-12-24,apple,蘋果-金冠進口,X49,104,台北二,115.8,100.9,94.3,102.6,880.0,TWD/kg,kg
2024-12-25,apple,蘋果-其他進口,X09,104,台北二,160.0,149.2,120.0,145.5,560.0,TWD/kg,kg
2024-12-25,apple,蘋果-富士進口,X69,104,台北二,178.9,77.2,34.7,89.0,21470.0,TWD/kg,kg
2024-12-25,apple,蘋果-惠,X3,104,台北二,78.8,54.9,40.2,56.8,466.0,TWD/kg,kg
2024-12-27,apple,蘋果-其他進口,X09,104,台北二,865.1,120.0,120.0,269.0,114.0,TWD/kg,kg
2024-12-27,apple,蘋果-富士進口,X69,104,台北二,196.3,114.2,41.1,116.0,21903.0,TWD/kg,kg
2024-12-27,apple,蘋果-惠,X3,104,台北二,49.7,38.8,35.0,40.2,128.0,TWD/kg,kg
2024-12-27,apple,蘋果-秋香進口,X29,104,台北二,66.7,66.7,66.7,66.7,300.0,TWD/kg,kg
2024-12-27,apple,蘋果-金冠進口,X49,104,台北二,113.3,100.2,100.0,102.8,1680.0,TWD/kg,kg
2024-12-28,apple,蘋果-富士進口,X69,104,台北二,178.0,87.7,39.5,96.1,16356.0,TWD/kg,kg
2024-12-28,apple,蘋果-惠,X3,104,台北二,60.6,33.6,25.8,37.4,605.0,TWD/kg,kg
2024-12-28,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,525.0,TWD/kg,kg
2024-12-28,apple,蘋果-金冠進口,X49,104,台北二,120.0,120.0,120.0,120.0,250.0,TWD/kg,kg
2024-12-29,apple,蘋果-其他進口,X09,104,台北二,160.0,160.0,160.0,160.0,220.0,TWD/kg,kg
2024-12-29,apple,蘋果-富士進口,X69,104,台北二,150.1,52.8,35.6,68.8,13470.0,TWD/kg,kg
2024-12-29,apple,蘋果-惠,X3,104,台北二,84.9,38.4,23.9,44.8,1192.0,TWD/kg,kg
2024-12-29,apple,蘋果-金冠進口,X49,104,台北二,93.3,93.3,93.3,93.3,480.0,TWD/kg,kg
2024-12-31,apple,蘋果-其他進口,X09,104,台北二,298.0,204.4,115.8,205.4,2335.0,TWD/kg,kg
2024-12-31,apple,蘋果-富士進口,X69,104,台北二,173.4,72.3,36.0,85.3,40840.0,TWD/kg,kg
2024-12-31,apple,蘋果-惠,X3,104,台北二,67.5,57.5,50.0,58.0,78.0,TWD/kg,kg
2024-12-31,apple,蘋果-秋香進口,X29,104,台北二,53.3,53.3,53.3,53.3,450.0,TWD/kg,kg
2024-12-31,apple,蘋果-紅玉進口,X59,104,台北二,377.8,377.8,377.8,377.8,21.0,TWD/kg,kg
2024-12-31,apple,蘋果-金冠進口,X49,104,台北二,100.0,100.0,100.0,100.0,580.0,TWD/kg,kg
2025-01-01,apple,蘋果-其他進口,X09,104,台北二,168.0,156.7,113.2,150.2,1320.0,TWD/kg,kg
2025-01-01,apple,蘋果-富士進口,X69,104,台北二,180.5,87.3,29.2,94.3,22957.0,TWD/kg,kg
2025-01-01,apple,蘋果-金冠進口,X49,104,台北二,106.7,91.1,86.7,93.3,720.0,TWD/kg,kg
2025-01-02,apple,蘋果-其他進口,X09,104,台北二,143.7,133.3,133.3,135.4,580.0,TWD/kg,kg
2025-01-02,apple,蘋果-富士進口,X69,104,台北二,184.4,103.9,44.0,108.0,16674.0,TWD/kg,kg
2025-01-02,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,360.0,TWD/kg,kg
2025-01-02,apple,蘋果-金冠進口,X49,104,台北二,106.7,104.2,100.0,103.8,490.0,TWD/kg,kg
2025-01-03,apple,蘋果-其他進口,X09,104,台北二,196.4,178.8,160.0,178.6,550.0,TWD/kg,kg
2025-01-03,apple,蘋果-富士進口,X69,104,台北二,160.6,78.7,42.6,87.9,14225.0,TWD/kg,kg
2025-01-03,apple,蘋果-紅玉進口,X59,104,台北二,200.0,200.0,200.0,200.0,350.0,TWD/kg,kg
2025-01-04,apple,蘋果-其他進口,X09,104,台北二,166.7,151.6,140.0,152.3,1560.0,TWD/kg,kg
2025-01-04,apple,蘋果-富士進口,X69,104,台北二,174.8,86.3,37.4,94.2,19102.0,TWD/kg,kg
2025-01-04,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,295.0,TWD/kg,kg
2025-01-05,apple,蘋果-富士進口,X69,104,台北二,167.9,92.6,40.0,97.2,21780.0,TWD/kg,kg
2025-01-05,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,60.0,TWD/kg,kg
2025-01-07,apple,蘋果-其他進口,X09,104,台北二,160.0,160.0,160.0,160.0,300.0,TWD/kg,kg
2025-01-07,apple,蘋果-富士進口,X69,104,台北二,211.8,108.5,38.3,115.2,22850.0,TWD/kg,kg
2025-01-08,apple,蘋果-其他進口,X09,104,台北二,208.2,156.3,133.7,162.2,620.0,TWD/kg,kg
2025-01-08,apple,蘋果-富士進口,X69,104,台北二,211.7,110.1,33.4,115.1,19740.0,TWD/kg,kg
2025-01-08,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,60.0,TWD/kg,kg
2025-01-08,apple,蘋果-金冠進口,X49,104,台北二,93.3,93.3,93.3,93.3,460.0,TWD/kg,kg
2025-01-09,apple,蘋果-其他進口,X09,104,台北二,195.3,163.1,132.8,163.5,770.0,TWD/kg,kg
2025-01-09,apple,蘋果-富士進口,X69,104,台北二,184.3,119.8,41.3,117.0,23900.0,TWD/kg,kg
2025-01-09,apple,蘋果-惠,X3,104,台北二,95.1,68.8,60.0,72.3,99.0,TWD/kg,kg
2025-01-09,apple,蘋果-金冠進口,X49,104,台北二,93.3,93.3,93.3,93.3,510.0,TWD/kg,kg
2025-01-10,apple,蘋果-其他,X0,104,台北二,40.0,40.0,40.0,40.0,40.0,TWD/kg,kg
2025-01-10,apple,蘋果-其他進口,X09,104,台北二,106.7,102.1,100.0,102.6,1160.0,TWD/kg,kg
2025-01-10,apple,蘋果-富士進口,X69,104,台北二,181.3,98.7,37.5,103.0,23865.0,TWD/kg,kg
2025-01-10,apple,蘋果-惠,X3,104,台北二,69.0,35.9,21.1,39.6,466.0,TWD/kg,kg
2025-01-10,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,370.0,TWD/kg,kg
2025-01-11,apple,蘋果-其他,X0,104,台北二,60.8,54.1,50.0,54.6,312.0,TWD/kg,kg
2025-01-11,apple,蘋果-其他進口,X09,104,台北二,166.7,155.6,153.3,157.4,630.0,TWD/kg,kg
2025-01-11,apple,蘋果-富士進口,X69,104,台北二,188.5,83.9,44.1,96.9,19690.0,TWD/kg,kg
2025-01-11,apple,蘋果-惠,X3,104,台北二,80.0,72.9,60.0,71.7,43.0,TWD/kg,kg
2025-01-11,apple,蘋果-金冠進口,X49,104,台北二,113.3,113.3,113.3,113.3,300.0,TWD/kg,kg
2025-01-12,apple,蘋果-其他進口,X09,104,台北二,146.7,140.4,120.0,137.6,880.0,TWD/kg,kg
2025-01-12,apple,蘋果-富士進口,X69,104,台北二,183.7,103.3,42.0,107.1,19180.0,TWD/kg,kg
2025-01-12,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,205.0,TWD/kg,kg
2025-01-12,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,480.0,TWD/kg,kg
2025-01-14,apple,蘋果-其他進口,X09,104,台北二,218.4,157.9,139.3,166.2,2710.0,TWD/kg,kg
2025-01-14,apple,蘋果-富士進口,X69,104,台北二,199.9,132.5,39.2,127.3,35390.0,TWD/kg,kg
2025-01-14,apple,蘋果-惠,X3,104,台北二,112.9,94.8,83.2,96.1,278.0,TWD/kg,kg
2025-01-14,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,25.0,TWD/kg,kg
2025-01-14,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,170.0,TWD/kg,kg
2025-01-15,apple,蘋果-五爪,X1,104,台北二,60.0,60.0,60.0,60.0,20.0,TWD/kg,kg
2025-01-15,apple,蘋果-其他進口,X09,104,台北二,293.3,293.3,293.3,293.3,365.0,TWD/kg,kg
2025-01-15,apple,蘋果-富士進口,X69,104,台北二,192.5,120.6,38.7,118.6,38875.0,TWD/kg,kg
2025-01-15,apple,蘋果-惠,X3,104,台北二,105.0,76.4,20.0,70.8,388.0,TWD/kg,kg
2025-01-15,apple,蘋果-金冠進口,X49,104,台北二,100.0,100.0,100.0,100.0,240.0,TWD/kg,kg
2025-01-17,apple,蘋果-其他進口,X09,104,台北二,189.0,168.8,146.3,168.3,1700.0,TWD/kg,kg
2025-01-17,apple,蘋果-富士進口,X69,104,台北二,198.2,115.7,43.2,117.7,33987.0,TWD/kg,kg
2025-01-17,apple,蘋果-惠,X3,104,台北二,64.4,35.9,23.2,39.0,564.0,TWD/kg,kg
2025-01-17,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,240.0,TWD/kg,kg
2025-01-18,apple,蘋果-其他進口,X09,104,台北二,232.4,170.3,133.3,175.4,925.0,TWD/kg,kg
2025-01-18,apple,蘋果-富士進口,X69,104,台北二,230.6,91.3,35.6,108.0,30894.0,TWD/kg,kg
2025-01-18,apple,蘋果-惠,X3,104,台北二,83.5,66.4,36.9,64.0,445.0,TWD/kg,kg
2025-01-18,apple,蘋果-惠進口,X39,104,台北二,40.0,40.0,40.0,40.0,440.0,TWD/kg,kg
2025-01-18,apple,蘋果-紅玉進口,X59,104,台北二,377.8,377.8,377.8,377.8,30.0,TWD/kg,kg
2025-01-18,apple,蘋果-金冠進口,X49,104,台北二,100.0,100.0,100.0,100.0,460.0,TWD/kg,kg
2025-01-19,apple,蘋果-其他進口,X09,104,台北二,200.0,182.3,153.8,180.2,880.0,TWD/kg,kg
2025-01-19,apple,蘋果-富士進口,X69,104,台北二,194.4,120.6,45.4,120.3,15850.0,TWD/kg,kg
2025-01-19,apple,蘋果-惠,X3,104,台北二,90.0,86.4,80.2,85.9,187.0,TWD/kg,kg
2025-01-19,apple,蘋果-紅玉進口,X59,104,台北二,240.0,240.0,240.0,240.0,130.0,TWD/kg,kg
2025-01-19,apple,蘋果-金冠進口,X49,104,台北二,120.0,107.8,93.3,107.3,820.0,TWD/kg,kg
2025-01-21,apple,蘋果-其他進口,X09,104,台北二,185.2,156.1,128.8,156.5,3530.0,TWD/kg,kg
2025-01-21,apple,蘋果-富士進口,X69,104,台北二,185.4,102.6,39.8,106.6,36340.0,TWD/kg,kg
2025-01-21,apple,蘋果-惠,X3,104,台北二,77.7,71.8,64.4,71.5,324.0,TWD/kg,kg
2025-01-22,apple,蘋果-其他進口,X09,104,台北二,186.7,163.5,133.3,162.1,760.0,TWD/kg,kg
2025-01-22,apple,蘋果-富士進口,X69,104,台北二,196.8,92.6,36.9,102.3,33162.0,TWD/kg,kg
2025-01-22,apple,蘋果-惠,X3,104,台北二,77.9,67.2,57.6,67.4,365.0,TWD/kg,kg
2025-01-22,apple,蘋果-金冠進口,X49,104,台北二,106.7,106.7,106.7,106.7,560.0,TWD/kg,kg
2025-01-23,apple,蘋果-其他進口,X09,104,台北二,238.3,167.0,33.3,154.5,800.0,TWD/kg,kg
2025-01-23,apple,蘋果-富士進口,X69,104,台北二,168.4,84.7,32.3,91.0,24170.0,TWD/kg,kg
2025-01-23,apple,蘋果-惠,X3,104,台北二,25.0,24.9,20.0,23.9,71.0,TWD/kg,kg
2025-01-23,apple,蘋果-金冠進口,X49,104,台北二,106.7,99.1,93.3,99.5,1020.0,TWD/kg,kg
2025-01-24,apple,蘋果-其他進口,X09,104,台北二,190.5,169.5,146.7,169.2,1230.0,TWD/kg,kg
2025-01-24,apple,蘋果-富士進口,X69,104,台北二,180.7,95.2,36.8,100.6,20945.0,TWD/kg,kg
2025-01-24,apple,蘋果-惠,X3,104,台北二,45.0,43.8,42.0,43.6,240.0,TWD/kg,kg
2025-01-24,apple,蘋果-金冠進口,X49,104,台北二,93.3,93.3,93.3,93.3,240.0,TWD/kg,kg
2025-01-25,apple,蘋果-其他進口,X09,104,台北二,180.0,141.8,133.3,147.7,500.0,TWD/kg,kg
2025-01-25,apple,蘋果-富士進口,X69,104,台北二,192.6,75.7,42.0,92.4,25690.0,TWD/kg,kg
2025-01-25,apple,蘋果-惠,X3,104,台北二,65.0,65.0,62.0,64.4,486.0,TWD/kg,kg
2025-01-25,apple,蘋果-金冠進口,X49,104,台北二,96.9,93.3,93.3,94.0,280.0,TWD/kg,kg
